Issue key,Technology,Model Category,Category Confidence,Root Cause,Root Cause Theme
WIFI-11727,WIFI,Connectivity,0.13765515628487054,"RCA of the issues is the Previous WIFI-8774 fix we provided on 20.80.0 
Where Proset restarts the NETPROMF Windows Service on each restart of the machine, After restart of NETPROMF Service WIFI-8774 issues fixed. 
As a part of fix we have reverted back the restart of NETPROMF Windows Service and Registered to ACM Notification to update Wifi connection state
",Insufficient Root-Cause Detail
WIFI-11697,WIFI,Connectivity,0.15558839326220933,"Missed a case when deauth frame sent successfully while driver start removing peer.
moved to peer removed in success case.",Driver-OS Interface / API / OID
WIFI-11693,WIFI,YB/Lost,0.3034761606714552,nan,Insufficient Root-Cause Detail
WIFI-11663,WIFI,Connectivity,0.99,"Allowed list interpretation was incorrect:
* we considered allowed list as part of the profile. This means that if allowed list is non empty:
1. we connect to APs from allowed list only
2. In case of roaming conditions we search APs only from this list
3. We do not update this fix upon task roam (which may contain its own allowed list).
The bug: we stick to an AP from allowed list (in this case it contains only one AP) till disconnection

Fix:
1. update successful association, empty allowed list (to allow considering all APs as candidates)
2. Upon task roam - update the allowed list according to the task's parameters.
",State Machine / Flow Handling
WIFI-11662,WIFI,YB/Lost,0.1413368743481326,Synchrinization issue,Insufficient Root-Cause Detail
WIFI-11631,WIFI,Connectivity,0.18458755480381103,"RCA of the issues is the  Previous  WIFI-8774 fix we provided on 20.80.0
Where Proset restarts the NETPROMF Windows Service on each restart of the machine, After restart of NETPROMF Service WIFI-8774 issues fixed.

As a part of fix we have reverted back the restart of  NETPROMF Windows Service  and Registered to ACM Notification to update Wifi connection state",Insufficient Root-Cause Detail
WIFI-11630,WIFI,YB/Lost,0.99,"direct/indirect access & WA in recovery flow if hang occurs.

Yoni [2/12/18] Added additional fix as part of 20.110 release:
DSSC module (dynamic spread spectrum of the Dphy clk) - 
configuration was not robust enough for skew material .circuit cfg value changed to a more robust value",State Machine / Flow Handling
WIFI-11612,WIFI,YB/Lost,0.14667830885103864,PLDR requested during halt flow,State Machine / Flow Handling
WIFI-11611,WIFI,YB/Lost,0.13408019327339862,nan,Insufficient Root-Cause Detail
WIFI-11590,WIFI,Connectivity,0.14929724159620697,"RCA of the issues is the Previous WIFI-8774 fix we provided on 20.80.0 
Where Proset restarts the NETPROMF Windows Service on each restart of the machine, After restart of NETPROMF Service WIFI-8774 issues fixed. 

As a part of fix we have reverted back the restart of NETPROMF Windows Service and Registered to ACM Notification to update Wifi connection state",Insufficient Root-Cause Detail
WIFI-11574,WIFI,Connectivity,0.1176384526014355,"during EBS we only change the central channel before each EBS tune.
this commit makes sure that a valid central channel is set in AUX
context after EBS is Done. this is done for the case that some
calibration uses the context ""as is"" and might get an illegal channel
configuration.",Firmware Config / Parameter / Tuning
WIFI-11555,WIFI,BSOD,0.3833212633507849,We got timeout in diagnose and set event on a freed  memory so we got BSOD on this.,Memory / Pointer / Resource Handling
WIFI-11537,WIFI,BSOD,0.451919269433738,Not correct processing hardware error when Radio Off.,Insufficient Root-Cause Detail
WIFI-11516,WIFI,BSOD,0.36371443936479037,explained in bug,Insufficient Root-Cause Detail
WIFI-11512,WIFI,YB/Lost,0.99,"The failure in this bug is the same failure as in WIFI-9931:
WAPI1493 was released to early version of RS4. in these OS version WAPI works and pass all our validation tests.
Later on advanced RS4 /RS5 version Start Srv does not function in the same way , i.e. start driver fail.
I've update the wapi start driver to a new vers of Rs4/Rs5 version (from MSDN) and this fix the start driver failure. 
",Power State / Reset / PLDR
WIFI-11472,WIFI,YB/Lost,0.99,direct/indirect access & WA in recovery flow if hang occurs.,State Machine / Flow Handling
WIFI-11470,WIFI,YB/Lost,0.99,"direct/indirect access & WA in recovery flow if hang occurs.

Yoni [2/12/18] Added additional fix as part of 20.110 release:
DSSC module (dynamic spread spectrum of the Dphy clk) - 
configuration was not robust enough for skew material .circuit cfg value changed to a more robust value",State Machine / Flow Handling
WIFI-11454,WIFI,BSOD,0.3530902077863141,tfdcontext is null while TID aging is triggered,Insufficient Root-Cause Detail
WIFI-11364,WIFI,BSOD,0.3004648449355771,Receiving deauth complete in middle of peer remove lead to race and BSOD due to using a free VIF handle by deauth complete ,Race / Timing / Interrupt Ordering
WIFI-11356,WIFI,Connectivity,0.15246880817136774,"Currently we cancel fragmented session protection (time event with relatively low priority which protects the association process) upon association response.
However, it doesnt protect the first beacon, and, if we dont receive the first beacon within 1 second we terminate the connection.

In the bug, the AP doesnt send beacons for 600 ms after association.
When the first beacon arrives the FW is  no longer on the channel (due to minor auxiliary activity).

Fix: cancel fragmented session protection upon receiving the first beacon after association",Firmware Config / Parameter / Tuning
WIFI-11327,WIFI,BSOD,0.23749904748847497, notify FW that it is GLK platform to consider xtal calibration,Firmware Config / Parameter / Tuning
WIFI-11325,WIFI,YB/Lost,0.12374636377988131,Thread which loads FW was not synchronized with main thread.,Firmware Config / Parameter / Tuning
WIFI-11314,WIFI,BSOD,0.19320755872063142, notify FW that it is GLK platform to consider xtal calibration,Firmware Config / Parameter / Tuning
WIFI-11288,WIFI,Connectivity,0.134951143544457,"Implemented in the internal release, will be including in the next external release.",Insufficient Root-Cause Detail
WIFI-11286,WIFI,BSOD,0.2731272340364698,nan,Insufficient Root-Cause Detail
WIFI-11281,WIFI,BSOD,0.33278095971050364, notify FW that it is GLK platform to consider xtal calibration,Firmware Config / Parameter / Tuning
WIFI-11254,WIFI,Connectivity,0.20644434093281852,nan,Insufficient Root-Cause Detail
WIFI-11165,WIFI,Connectivity,0.99,nan,Insufficient Root-Cause Detail
WIFI-11161,WIFI,BSOD,0.260920601955713,"There is a race between miniport initialized and FW loading process, we receive alive response from FW before we complete the whole initialization process of the miniport",Firmware Config / Parameter / Tuning
WIFI-11154,WIFI,YB/Lost,0.12074638362833193,"Our FW can access shared block in the CRF side either in direct call or indirect call method.
The direct method access directly the CRF address.
The indirect method access an indirect HW in the CNVi which trigger the actual access to the CRF. Its purpose is to prevent CPU stall due to long access of direct access to the CRF.
It is forbidden to have both methods mixed, as otherwise unexpected behavior can happen.
Our WiFi FW code has transitioned all the access to indirect method, however we have found that one API was missed and still used a direct method.
The fix is to transition all APIs to the indirect method",Firmware Config / Parameter / Tuning
WIFI-11149,WIFI,YB/Lost,0.99,nan,Insufficient Root-Cause Detail
WIFI-11128,WIFI,Connectivity,0.11434879549215468,"API misalignment on updating TSC/RSC PN for CCMP post D3
",Driver-OS Interface / API / OID
WIFI-11101,WIFI,BSOD,0.5544129431331698,race between init flow and load FW,State Machine / Flow Handling
WIFI-11100,WIFI,Performance,0.126886174679895,One specific Registry key caused the issue,Insufficient Root-Cause Detail
WIFI-11075,WIFI,BSOD,0.5182430893826535,nan,Insufficient Root-Cause Detail
WIFI-11031,WIFI,BSOD,0.40057488300417426,same as 10036,Insufficient Root-Cause Detail
WIFI-11019,WIFI,BSOD,0.5252903470428346,same correction as for WIFI-8977,Insufficient Root-Cause Detail
WIFI-11018,WIFI,Connectivity,0.09671774108443176,nan,Insufficient Root-Cause Detail
WIFI-11014,WIFI,Connectivity,0.1894185322805408,"we see that the trm kills the transmit due to underrun upon new tx and sending rts.
the underrun is due to a timing problem, where the FW triggers the TRM till the FW sends the RTS data to the TXE.
The time between tx_begin to the underrun is 13usec which is very marginal and the DSP might get underrun.
the fix was to switch between sendRts to btProtocolPrepareRxForCtsEvt (remove the bt func from the critical path) in order to reduce the FW run time.",Firmware Config / Parameter / Tuning
WIFI-10981,WIFI,YB/Lost,0.11046270014761055,Mutex functionality and improper sequence,Insufficient Root-Cause Detail
WIFI-10962,WIFI,BSOD,0.7179674360382169,BSOD,Insufficient Root-Cause Detail
WIFI-10923,WIFI,BSOD,0.20622230134401495,"WDI RX flush CB is sent via job.
A mutual deadlock was found in RX flush flow when miniport reset and WDI RX flush are running in parallel cores. In this flow, one core is in the middle of miniport reset and waits for all DPCs to end rvIsrWaitForAllActiveDpcsToEnd). The other core is running DPC DPC (ECHO_RSP RX) calling RxFlushConfirm. This indication goes to WDI which stalls (CompletePendingCancelSendsOrHaltJobs) and waits for the reset to complete causing a mutual deadlock for two cores waiting one for each other.

master: 0c356366cd85a7b8d3189554b07c241b9772e2a9",State Machine / Flow Handling
WIFI-10906,WIFI,BSOD,0.3666145887064965,"delivered fix to Core36
49e8239008f0ced91f92f8203bc157b99f34e6f2
BSOD due to Invalid UniqueId from FW upon modify time event rx cause to access to an invalid memory.",Firmware Config / Parameter / Tuning
WIFI-10887,WIFI,Connectivity,0.12296473666630188,Using latest VC 2017 redist version.,Insufficient Root-Cause Detail
WIFI-10880,WIFI,BSOD,0.1897314811720067,"RX transient packet while peer removal race.
Perform additional sync between DP peers DB to RX data shared DB, so in case there is an RX in transient state while peer removal flow is in progress, it will not attempt to access DP peers DB.

master: ad3e0b61ff214dd59f75458ea4bd19c56eca1d20",State Machine / Flow Handling
WIFI-10871,WIFI,YB/Lost,0.30244509505193357,https://git-amr-10.devtools.intel.com/gerrit/#/c/13608/,Insufficient Root-Cause Detail
WIFI-10867,WIFI,BSOD,0.4643584491793111,nan,Insufficient Root-Cause Detail
WIFI-10858,WIFI,BSOD,0.3687510942403688,notify FW that it is GLK platform to consider xtal calibration,Firmware Config / Parameter / Tuning
WIFI-10856,WIFI,BSOD,0.5930538625550462,same as WIFI-10773,Insufficient Root-Cause Detail
WIFI-10855,WIFI,BSOD,0.5156037617016749,race between PLDR and reset,Race / Timing / Interrupt Ordering
WIFI-10773,WIFI,BSOD,0.5102039120329022,zombie in init flow,State Machine / Flow Handling
WIFI-10766,WIFI,YB/Lost,0.09896983790001951,nan,Insufficient Root-Cause Detail
WIFI-10732,WIFI,BSOD,0.16049193594932196,nan,Insufficient Root-Cause Detail
WIFI-10712,WIFI,Connectivity,0.1213787121823258,"LSO fix for Rivet when TCP/IP header is in same SGL like payload
Description: need to skip over TCP/IP header when assembling fragments in LSO. New SGL can still start from TCP/IP header (as seen using Rivet's filter driver)

master: 469d5b45e32c71b95c075c666178d16e240d938a",Driver-OS Interface / API / OID
WIFI-10652,WIFI,YB/Lost,0.17326531577457455,Fix with WA provided in 20.80,Insufficient Root-Cause Detail
WIFI-10386,WIFI,Performance,0.11469361026884335,nan,Insufficient Root-Cause Detail
WIFI-10357,WIFI,Connectivity,0.11526116689383363,"MSFT has an issue with late registrar causin problems in pairing.
Delivered a W/A to fix the issue internally. ",Insufficient Root-Cause Detail
WIFI-10248,WIFI,Performance,0.1285064623624306,nan,Insufficient Root-Cause Detail
WIFI-10247,WIFI,Connectivity,0.1323346031142941,nan,Insufficient Root-Cause Detail
WIFI-10186,WIFI,BSOD,0.3151931199893096,"Hammock harbor invalid FW notification fix
WNM_80211V_TIMING_MEASUREMENT_NOTIFICATION notification
has dynamic buffer length defined in vendor specific length field.
In case this length is corrupted/incorrect, driver can perform stack
violation, while trying to copy a buffer larger than allocated.
The fix is to add another check into the MHIFF translation.

master: 190cb01ebf534c6b2a874c9c896f48d63f00a41e",Firmware Config / Parameter / Tuning
WIFI-10057,WIFI,Connectivity,0.1276984981536813,nan,Insufficient Root-Cause Detail
WIFI-10036,WIFI,BSOD,0.4324785629619783,array out of bounds,Insufficient Root-Cause Detail
WIFI-10034,WIFI,YB/Lost,0.11407162692499859,nan,Insufficient Root-Cause Detail
WIFI-10016,WIFI,Connectivity,0.99,"EBS was still tuning to ch171 in the findNoiseLevel function, before it was only removed from the channels scanned to detect beacons",Firmware Config / Parameter / Tuning
WIFI-9971,WIFI,YB/Lost,0.10970628163033687,"Fixed by Ido:
Fixed fake TX after enable SCD queue by telling the SCD that the Q is empty.
CC26: 94cb6b3fb3472b092e914b712cad8ea2c2ba0a47",Insufficient Root-Cause Detail
WIFI-9970,WIFI,Connectivity,0.12743297468447232,nan,Insufficient Root-Cause Detail
WIFI-9935,WIFI,Connectivity,0.11987601457774907,"•	Recent .NET migration and revert might have impacted.
•	Recent WIX installer upgrade might have caused
•	DELL also removed hardware check from the XML.
•	We don’t have identification code for “mup” in setup project.
",Insufficient Root-Cause Detail
WIFI-9931,WIFI,YB/Lost,0.99,"WAPI1493 was released to early version of RS4. in these OS version WAPI works and pass all our validation tests.
Later on advanced RS4/RS5 version Start Srv does not function in the same way, i.e. start driver fail.
I've update the wapi start driver to a new version (from MSDN) and this fix the start driver failure.",Power State / Reset / PLDR
WIFI-9929,WIFI,YB/Lost,0.99,Unknown - fixed by W/A in Windows Driver by adding 10ms delay before ARC release + additional boot retry,Race / Timing / Interrupt Ordering
WIFI-9910,WIFI,Connectivity,0.13924147022897437,"When we start a soft AP -> starting low latency mode
OS send BG scans (non-forced scans) that were not triggered by the driver
The fix consist to respect non-forced OS scans in low latency mode
and to apply fast-balanced scan in this case",Race / Timing / Interrupt Ordering
WIFI-9906,WIFI,YB/Lost,0.1039171111703621,nan,Insufficient Root-Cause Detail
WIFI-9870,WIFI,Connectivity,0.20159908343848765,"When we start a soft AP -> starting low latency mode 
OS send BG scans (non-forced scans) that are not triggered by the driver 
The fix consist to respect non-forced OS scans in low latency mode 
and to apply fast-balanced scan in this case",Race / Timing / Interrupt Ordering
WIFI-9847,WIFI,Connectivity,0.99,"For some specific AP we get Assoc response timeout after 500mSec.
A new requirement came that session protection should be enlarged from 300mSec to 900mSec.
But if we are in DCM with GO, we will advertise long NOA that cant be canceled and this is a problem.
The solution is to put a 2nd event : BSS_STA_ASSOCIATION (priority 5) upon each association. This event is fragmented and for a duration of 900ms with MAX Delay of 300ms. This event will be canceled upon receiving ASSOC or REASSOC response from AP. Assoc timeout is enlarged to 1000mSec.
",Race / Timing / Interrupt Ordering
WIFI-9676,WIFI,YB/Lost,0.13320055903524183,Synchronization issue,Insufficient Root-Cause Detail
WIFI-9615,WIFI,Connectivity,0.1417286715500765,nan,Insufficient Root-Cause Detail
WIFI-9521,WIFI,Connectivity,0.09591714745452584,"Root cause of this problem is as follows : 

WiAMT is disabled. 
due to that CSME is in PG most of the time. 
When HOST goes down, it closes HECI and sends HOST_GOES_DOWN message, however since WiAMT is disabled, it doesn't cause CSME PG exit 
Therefore CSME doesn't ACK this message and HOST wifi driver waits in vain",Driver-OS Interface / API / OID
WIFI-9334,WIFI,BSOD,0.3845569235108329,nan,Insufficient Root-Cause Detail
WIFI-9327,WIFI,Connectivity,0.1379529254706688,"failure in updating tfd queue tail - decreasing queue number below zero.
Protection added (cherry pick from Master)",Insufficient Root-Cause Detail
WIFI-9315,WIFI,Connectivity,0.524273086789669,unsupported flow of D3 during mpapd calibration,State Machine / Flow Handling
WIFI-9283,WIFI,Connectivity,0.1149116197027126,"Root cause of this problem is as follows :

WiAMT is disabled.
due to that CSME is in PG most of the time.
When HOST goes down, it closes HECI and sends HOST_GOES_DOWN message, however since WiAMT is disabled, it doesn't cause CSME PG exit
Therefore CSME doesn't ACK this message and HOST wifi driver waits in vain",Driver-OS Interface / API / OID
WIFI-9215,WIFI,BSOD,0.23009665434154683,need to disable reset in case of PLDR,Power State / Reset / PLDR
WIFI-9197,WIFI,Connectivity,0.14270661585769165,"Peer removal while internal TX
Peer can be removed after classification is done, prior to addition into the TID Q. This flow is not guarded correctly and therefore, can happen especially for internal data TX, which is mostly used by AMT. In case of external packet, IRQL is raised in order to protect peer removal on same core, though, can still happen on parallel core.

The fix is to minimize the time between the classification and the addition in to the TID Q. Once packet is inserted into the TID Q, peer removal is protected. There is no logical change besides pushing the classification to the edge of the insert into the TID Q.

master: 26a473c917cb09df44e928aaace535a4bd7c5863
fix exists in CC36",State Machine / Flow Handling
WIFI-9159,WIFI,BSOD,0.3940425426619901,"double completion of radio OID
Sherlock: Delivered to CoreCycle37_stab commit-id 9ad85bd6a4177c09bda3cd6d1bbb3dc11249e77c By dberdah
Sherlock: Delivered to CoreCycle36_stab commit-id 5f00232ed621998c11044733adae3557ebd0782a By dberdah",Driver-OS Interface / API / OID
WIFI-9113,WIFI,Connectivity,0.13236333067897071,PROSET installation is stopped due to sudden restart,Insufficient Root-Cause Detail
WIFI-9041,WIFI,BSOD,0.1747838604413085,SW limitation on cores number resulted in failing init flow- changed to warning,State Machine / Flow Handling
WIFI-9013,WIFI,YB/Lost,0.13547748237219764,KW issue fixed in 2016 caused this issue.,Insufficient Root-Cause Detail
WIFI-8996,WIFI,Connectivity,0.99,"min sleep time was too low (3TU)
On very short sleeps get TRM into an unknown state causing constant detection of INA - and therefore false alarms
fix is increasing the min sleep time into 4TU 
",Insufficient Root-Cause Detail
WIFI-8954,WIFI,Connectivity,0.09900205826930362,same as WIFI-9521 root cause,Insufficient Root-Cause Detail
WIFI-8926,WIFI,YB/Lost,0.21572420356835223,missing HWs IDs in the INF,Insufficient Root-Cause Detail
WIFI-8891,WIFI,Connectivity,0.14436586697781778,nan,Insufficient Root-Cause Detail
WIFI-8830,WIFI,Connectivity,0.5012803242925119,incorrect reading of BIOS data,Insufficient Root-Cause Detail
WIFI-8828,WIFI,Connectivity,0.3064564858630972,"The 3rd party GO is configured to category 7 (Display) subcategory 0 (Unknown).
The driver treats the Unknown value as mobile device, therefore the connection fails on UNII-1 (both sides are Mobile).

Following to the requirement from NoamG & EladO & Wiilfrid,  the P2P client regulatory check should be removed.
The assumption is that the GO should be the responsible for choosing the right channel according to the regulatory constraints.

",Firmware Config / Parameter / Tuning
WIFI-8774,WIFI,Connectivity,0.14340555253689757,Windows 10 Wifi icon is unable to sync with proset application after restart and connect (linkup) with Access point. In order to sync we have restarted the Network List Service(netprofm) provided by the Microsoft.,Insufficient Root-Cause Detail
WIFI-8772,WIFI,Connectivity,0.3014459747586327,"We aren't using the active GO channel during the invitation request operating channel selection.
The GO uses LB, but the HB UNII-1 was chosen in the channel selection because of the active BSS.

The fix would choose the active GO channel as the operating GO channel in the prvChSelFindFirstValidGoOperatingChannel().",RF / Coexistence / Channel Behavior
WIFI-8735,WIFI,BSOD,0.2751826787212626,nan,Insufficient Root-Cause Detail
WIFI-8729,WIFI,Connectivity,0.13175329910887545,nan,Insufficient Root-Cause Detail
WIFI-8727,WIFI,Connectivity,0.14681293072262105,incorrect reading of BIOS data,Insufficient Root-Cause Detail
WIFI-8723,WIFI,BSOD,0.4869692727627639,nan,Insufficient Root-Cause Detail
WIFI-8713,WIFI,Connectivity,0.99,nan,Insufficient Root-Cause Detail
WIFI-8692,WIFI,YB/Lost,0.1262509281976386,nan,Insufficient Root-Cause Detail
WIFI-8657,WIFI,Performance,0.3999012456077888,nan,Insufficient Root-Cause Detail
WIFI-8619,WIFI,YB/Lost,0.12024533858727839,nan,Insufficient Root-Cause Detail
WIFI-8617,WIFI,Connectivity,0.1382498095880842,nan,Insufficient Root-Cause Detail
WIFI-8550,WIFI,Connectivity,0.10863700627986651,nan,Insufficient Root-Cause Detail
WIFI-8546,WIFI,Connectivity,0.18630877873089455,nan,Insufficient Root-Cause Detail
WIFI-8545,WIFI,Connectivity,0.25547946812479755,nan,Insufficient Root-Cause Detail
WIFI-8525,WIFI,Connectivity,0.13755904890523224,"Upon writing or reading a block that ends exactly on the border of shared area memory, we set the read/write offset to that border address, but that is a mistake because offset should now be 0, so that next data will be read/written at buffer start again.",Memory / Pointer / Resource Handling
WIFI-8473,WIFI,Connectivity,0.99,"Disable L1 for XVT (DRTU) & AMD platform.
WA for missing interrupt bug, where RX data interrupts are being detained when PCI enters L1 in AMD platform. DRTU is totally blocked, therefore, need to limit this WA for XVT only.

CC38: ae8d8cb38578d8186a8689ff71c234f53a50d0e4",Race / Timing / Interrupt Ordering
WIFI-8428,WIFI,YB/Lost,0.18188230029987262,We were sending channel message before configuring FW that this channel is valid,Firmware Config / Parameter / Tuning
WIFI-8273,WIFI,BSOD,0.13276761996818495,"the problem is that we have a race between 2 processors.
one is waiting for all DPC to finish and take spinlock
one is waiting for spinlock and take DPC
So we have a dead lock. The solution is to wait for all DPC to finish outside the spinlock
when we have load FW failure
",Firmware Config / Parameter / Tuning
WIFI-8204,WIFI,Connectivity,0.17624829209627443,Upon set of 11b supported client from OS the driver push the CCK rates also to 5G band.,Driver-OS Interface / API / OID
WIFI-8202,WIFI,Connectivity,0.11447105806070498,"RCA of the fix : Installer setup.exe loads the mup.exe where we introduce new API LoadLibaryEx() fix the raised Exceptions happens during loading of mup.exe ,where in Last builds (20.30 and 2.40 ) we introduce “SetDefaultDllDirctory()” API to fix Dll  Hijack issues, Introduce raised  issue we removed the API and introduce new API.",Driver-OS Interface / API / OID
WIFI-8144,WIFI,BSOD,0.18525671211481476,"Hammock harbor invalid FW notification fix
WNM_80211V_TIMING_MEASUREMENT_NOTIFICATION notification
has dynamic buffer length defined in vendor specific length field.
In case this length is corrupted/incorrect, driver can perform stack
violation, while trying to copy a buffer larger than allocated.
The fix is to add another check into the MHIFF translation.

master: 190cb01ebf534c6b2a874c9c896f48d63f00a41e",Firmware Config / Parameter / Tuning
WIFI-8085,WIFI,Connectivity,0.1640942821727907,"Disable L1 for XVT (DRTU) & AMD platform.
WA for missing interrupt bug, where RX data interrupts are being detained when PCI enters L1 in AMD platform. DRTU is totally blocked, therefore, need to limit this WA for XVT only. Add GIO_CSR support for SuP iRegister.

ExCr: PerCI only + direct tests on AMD platform to verify that:
1. L1 is disabled for XVT --> bug is resolved
2. L1 is enabled in operational mode (non-XVT)

master: 49c5e67dd69497679e8a3c0ad3405817572831c0",Race / Timing / Interrupt Ordering
WIFI-8052,WIFI,BSOD,0.33514745114202,"in case of failed driver entry, if we've already registered to ETW providers (and given the cb function to the OS) we didn't pass through ETW_UNREGISTER. Fixed via testing OS value + deleting the double registration to ETW providers.",Driver-OS Interface / API / OID
WIFI-8050,WIFI,BSOD,0.6589476353891791,nan,Insufficient Root-Cause Detail
WIFI-8042,WIFI,BSOD,0.2538574482548002,"Duplication to WIFI-7997.
",Insufficient Root-Cause Detail
WIFI-8033,WIFI,Connectivity,0.13378578988948772,"Disable L1 for XVT (DRTU) & AMD platform.
WA for missing interrupt bug, where RX data interrupts are being detained when PCI enters L1 in AMD platform. DRTU is totally blocked, therefore, need to limit this WA for XVT only.

CC38: ae8d8cb38578d8186a8689ff71c234f53a50d0e4",Race / Timing / Interrupt Ordering
WIFI-8031,WIFI,BSOD,0.2145921248737932,race that lead to cancel a free timer,Race / Timing / Interrupt Ordering
WIFI-8030,WIFI,Connectivity,0.99,Explained and documented in WIFI-5282.,Insufficient Root-Cause Detail
WIFI-8029,WIFI,Connectivity,0.20651991247978424,nan,Insufficient Root-Cause Detail
WIFI-8028,WIFI,Connectivity,0.2000427914809035,nan,Insufficient Root-Cause Detail
WIFI-8027,WIFI,Connectivity,0.99,Explained and documented in WIFI-5282.,Insufficient Root-Cause Detail
WIFI-7942,WIFI,Connectivity,0.13341813326187466,nan,Insufficient Root-Cause Detail
WIFI-7941,WIFI,BSOD,0.20889265215306432,"in case of failed driver entryk, if we've already registered to ETW providers (and given the cb function to the OS) we didn't pass through ETW_UNREGISTER. Fixed via testing OS value + deleting the double registration to ETW providers.",Driver-OS Interface / API / OID
WIFI-7904,WIFI,Connectivity,0.09803023800915506,Ran a time-consuming WakeMe flow at high IRQLevel (under spinlock),State Machine / Flow Handling
WIFI-7858,WIFI,Connectivity,0.1006131559788205,"When loading FW the, driver triggers WD on FW load.
In case FW load WD expired, the NIC SM enters ERROR state, before resetting FW it waits for all DPCs to complete (inside the NIC SM lock)
In case the FW load complete DPC is handled on a different core, it will try to take the NIC SM lock in order to indicate the NIC load complete event, this causes a deadlock between the thread that has the SM lock waiting for the DPC to complete and the DPC thread that is waiting for the SM lock.

Fix was to split the NIC SM reset event to 2 steps. Step one waits for all DPCs to complete inside a job (async)
This will avoid the wait for DPC to wait while taking the NIC SM lock.
Once wait for DPC is over, NIC ever RESET_STEP_2 will be triggered to continue FW reset",Firmware Config / Parameter / Tuning
WIFI-7826,WIFI,Connectivity,0.14907478708752953,"SOFT AP performed BG scan, therefore it missed packets from the client.",RF / Coexistence / Channel Behavior
WIFI-7813,WIFI,Connectivity,0.18656466098925714,"Drain runs in a job and after calling internal TX CBs.
When complete is called prior to calling internal TX CBs, peer can be removed by GO, before drain complete is called.
This can happen when GO sent DEAUTH frame to peer and drain started (in case of shared Q).
TX complete will come and will call drain complete, which will remove peer from DP DB and destroy the GO client's SM.
Later on, this frame will be forwarded to GO which will try to dispatch it into the SM which was destroyed earlier.

The fix:
1. Always call drain complete after calling internal TX CBs
2. Make sure that drain complete starts new JOB in order to break the stack
and make sure that jib runs last

master: cab5ff2100bdc7b14080071653ef9cd6f12304d0",Security / Signature / Validation
WIFI-7802,WIFI,Connectivity,0.14169374690837025,OID wasn't implemented,Driver-OS Interface / API / OID
WIFI-7759,WIFI,BSOD,0.14430573430340146,"XTAL tuning is required in order to compensate for temperature.

It was discovered that specific tuning value change (moving caps from <511 to >511) causes large shift in XTAL phase and subsequently on Shared CLK to GLK.

This phase shift may cause platform BSOD due platform PLL losing lock.

In order to prevent this issue we are now limiting max tuning value to 511.",Firmware Config / Parameter / Tuning
WIFI-7754,WIFI,Connectivity,0.16666985879724597,This issue is documented and fixed in bug WIFI-5282.,Insufficient Root-Cause Detail
WIFI-7753,WIFI,Connectivity,0.99,"Lock issue on ch171. WA - mark ch165 as always found.
",Insufficient Root-Cause Detail
WIFI-7729,WIFI,Connectivity,0.10127364672481604,"in TxPower init code, when code was adapted to support JfP2 1216 SD.
root cause was a memcpy that used DWORD size and not WORD and so an override occurred",Insufficient Root-Cause Detail
WIFI-7688,WIFI,Connectivity,0.4421914923447942,"Intel GO which was configured to a mobile device chose UNII1 (Indoor) channels during CS.
A connection failure occurred upon Intel P2P client trying to connect (regulatory issue).",Firmware Config / Parameter / Tuning
WIFI-7678,WIFI,Connectivity,0.99,nan,Insufficient Root-Cause Detail
WIFI-7671,WIFI,YB/Lost,0.12363024471214713,WIFIWIN-4715,Insufficient Root-Cause Detail
WIFI-7614,WIFI,Connectivity,0.14565836314012298,nan,Insufficient Root-Cause Detail
WIFI-7613,WIFI,Connectivity,0.16568472917269392,Fix delivered in WIFI-5282.,Insufficient Root-Cause Detail
WIFI-7611,WIFI,YB/Lost,0.99,"The goVifDestroyAPI() Job was submitted after the Job Scheduler was STOPPED, therefore it wasn't called and the inactivity Timer wasn't canceled.

",Driver-OS Interface / API / OID
WIFI-7610,WIFI,Connectivity,0.10886585085145932,"race condition between performing SW reset and resume event to HECI thread. 
in case the HECI thread tries to read read ME ownership semaphore (through ALON API function) while SW reset is in progress, the function identifies that host driver isn't owner of NIC and sets internal DB flag. 
this flag isn't reset upon taking ownership again.
",Race / Timing / Interrupt Ordering
WIFI-7548,WIFI,Connectivity,0.10086692788964173,nan,Insufficient Root-Cause Detail
WIFI-7502,WIFI,YB/Lost,0.17120344365632154,"Assumption:
Wrong usage with WinAPI regarding ETW registration. ",Driver-OS Interface / API / OID
WIFI-7499,WIFI,Connectivity,0.12057024522392293,nan,Insufficient Root-Cause Detail
WIFI-7475,WIFI,BSOD,0.27907067447833744,nan,Insufficient Root-Cause Detail
WIFI-7474,WIFI,Connectivity,0.5087468390561974,"Intel GO which was configured to a mobile device chose UNII1 (Indoor) channels during CS.
A connection failure occured upon Intel P2P client trying to connect (regulatory issue).
",Firmware Config / Parameter / Tuning
WIFI-7468,WIFI,YB/Lost,0.11219721185007456,nan,Insufficient Root-Cause Detail
WIFI-7430,WIFI,BSOD,0.2879616628555566,duplicate of WIFI-3905,Insufficient Root-Cause Detail
WIFI-7429,WIFI,BSOD,0.1278012379702935,we are delete silentReset flag when we receive HW error even if reset is not finished yet,Power State / Reset / PLDR
WIFI-7425,WIFI,Connectivity,0.1577824326123081,nan,Insufficient Root-Cause Detail
WIFI-7335,WIFI,BSOD,0.22746415440579373,nan,Insufficient Root-Cause Detail
